"genename","uniprot","mean_patient","mean_ctrl","mito","complex"
"LRCH3","Q96II8;Q96II8-2;Q96II8-4",28407.8834666667,29448.599998,"nonmito",""
"LRCH4","O75427",16351.6500666667,17001.31074,"nonmito",""
"LRP1","Q07954",209925.927066667,146734.00314,"nonmito",""
"LRP10","Q7Z4F1",20013.8326833333,88937.11406,"nonmito",""
"LRPAP1","P30533",84255.7317733333,87537.690616,"nonmito",""
"LRPPRC","P42704",77541.4375033333,98271.68749,"mito",""
"LRRC14","Q15048",15384.0084666667,18021.381252,"nonmito",""
"LRRC15","Q8TF66;Q8TF66-2",131185.721366667,146775.58752,"nonmito",""
"LRRC40","Q9H9A6",53588.2656266667,52147.73125,"nonmito",""
"LRRC47","Q8N1G4",120352.7344,125086.66406,"nonmito",""
"LRRC57","Q8N9N7",40906.66276,49722.854688,"nonmito",""
"LRRC59","Q96AG4",410775.593766667,521850.0125,"nonmito",""
"LRRC8A","Q8IWT6",16486.2011733333,17593.03672,"nonmito",""
"LRRFIP1","Q32MZ4-4",32281.2604166667,28424.278516,"nonmito",""
"LRRFIP1","Q32MZ4-3",30234.06185,46240.894142,"nonmito",""
"LRRFIP2","Q9Y608-4",41216.5026066667,86748.035942,"nonmito",""
"LRSAM1","Q6UWE0;Q6UWE0-2",15876.3020833333,15384.586326,"nonmito",""
"LRWD1","Q9UFC0",42703.03776,45523.671092,"nonmito",""
"LSG1","Q9H089",26416.2962233333,24401.66875,"nonmito",""
"LSM1","O15116",25766.0631533333,28866.907424,"nonmito",""
"LSM12","Q3MHD2;Q3MHD2-2",87877.88021,93556.77344,"nonmito",""
"LSM14A","Q8ND56;Q8ND56-2;Q8ND56-3",31952.2578133333,23691.310154,"nonmito",""
"LSM14B","Q9BX40",13915.52539,20023.802734,"nonmito",""
"LSM2","Q9Y333",23708.0221366667,18900.056642,"nonmito",""
"LSM3","P62310",75899.7877566667,77192.051558,"nonmito",""
"LSM4","Q9Y4Z0",35220.7845033333,32292.38008,"nonmito",""
"LSM6","P62312",42829.1471366667,37749.325782,"nonmito",""
"LSM7","Q9UK45",89313.6640633333,52833.256252,"nonmito",""
"LSM8","O95777",95814.13022,67841.19297,"nonmito",""
"LSS","P48449",108690.528633333,140999.86408,"nonmito",""
"LTA4H","P09960",119165.8229,135315.7078,"nonmito",""
"LTBP2","Q14767",30492.4889333333,16347.924218,"nonmito",""
"LTF","P02788;P02788-2",120529.721366667,70189.664838,"nonmito",""
"LTN1","O94822;O94822-3",25886.2760433333,20668.48047,"nonmito",""
"LTV1","Q96GA3",10905.1790366667,12362.71035,"nonmito",""
"LUC7L","Q9NQ29;Q9NQ29-2",41718.2643266667,37451.453906,"nonmito",""
"LUC7L2","Q9Y383",53835.40625,48735.266406,"nonmito",""
"LUC7L3","O95232",44221.0013033333,34831.306642,"nonmito",""
"LUM","P51884",37183.5833333333,30244.8097656,"nonmito",""
"LUZP1","Q86V48",30470.59245,38065.469922,"nonmito",""
"LYAR","Q9NX58",31708.8489566667,28650.591796,"nonmito",""
"LYPLA1","O75608;O75608-2",46842.76953,44195.557032,"mito",""
"LYPLA2","O95372",35654.7311233333,42135.371096,"nonmito",""
"LYPLAL1","Q5VWZ2",25264.03125,26588.598048,"mito",""
"LZIC","Q8WZA0;Q8WZA0-2",24781.1399733333,23534.125782,"nonmito",""
"LZTFL1","Q9NQ48;Q9NQ48-2",10147.9117843333,7871.34204,"nonmito",""
"LZTR1","Q8N653",37161.57422,43059.646096,"nonmito",""
"M6PR","P20645",43415.0872433333,80799.981248,"nonmito",""
"MACF1","Q9UPN3-2",37468.8333333333,42926.779688,"nonmito",""
"MACF1","Q9UPN3-5",31632.9811233333,45148.957032,"nonmito",""
"MACROD1","Q9BQ69",22487.22331,23714.773634,"mito",""
"MACROH2A1","O75367;O75367-2;O75367-3",248899.9688,177670.66252,"nonmito",""
"MACROH2A2","Q9P0M6",61666.4010433333,28171.896486,"nonmito",""
"MAD1L1","Q9Y6D9",13104.30013,12710.1449232,"nonmito",""
"MAD2L1","Q13257",28535.3404933333,39797.95117,"nonmito",""
"MADD","Q8WXG6-2;Q8WXG6-3;Q8WXG6-4;Q8WXG6-5;Q8WXG6-6;Q8WXG6-8",5900.04687466667,9085.66543,"nonmito",""
"MAGED1","Q9Y5V3;Q9Y5V3-2",20391.4902366667,34962.603518,"nonmito",""
"MAGED2","Q9UNF1",106169.854166667,126100.11878,"nonmito",""
"MAGI1","Q96QZ7-2;Q96QZ7-6;Q96QZ7-7",6399.40397133333,13852.2726586,"nonmito",""
"MAGT1","Q9H0U3",96460.4531266667,100381.195326,"nonmito",""
"MAIP1","Q8WWC4",24618.48047,20636.149218,"mito",""
"MAK16","Q9BXY0",48278.5078133333,32757.352346,"nonmito",""
"MALT1","Q9UDY8",23022.5540366667,23152.208592,"nonmito",""
"MAN1A1","P33908",30688.75,34787.014064,"nonmito",""
"MAN1A2","O60476",26791.1523433333,23156.913282,"nonmito",""
"MAN1B1","Q9UKM7",39566.6692733333,36894.874612,"nonmito",""
"MAN2A1","Q16706",88108.0078133333,72220.071094,"nonmito",""
"MAN2B1","O00754;O00754-2",78285.4531266667,51201.729686,"nonmito",""
"MAN2B2","Q9Y2E5;Q9Y2E5-2",73743.38021,42756.883592,"nonmito",""
"MAN2C1","Q9NTJ4;Q9NTJ4-2;Q9NTJ4-3;Q9NTJ4-4",390826.760433333,272658.48128,"nonmito",""
"MANBA","O00462",34801.89453,16208.975196,"nonmito",""
"MANF","P55145",66915.9140633333,70768.930478,"nonmito",""
"MAP1A","P78559",70360.31771,123154.610938,"nonmito",""
"MAP1B","P46821",262651.505233333,197358.8844,"nonmito",""
"MAP1S","Q66K74;Q66K74-2",51129.10026,43767.874998,"nonmito",""
"MAP2K1","Q02750",104828.906233333,108926.104682,"nonmito",""
"MAP2K2","P36507",80108.89844,72243.675782,"nonmito",""
"MAP2K3","P46734;P46734-2;P46734-3",47796.875,115732.21563,"nonmito",""
"MAP2K4","P45985;P45985-2",28763.8652333333,33971.077736,"nonmito",""
"MAP2K7","O14733-3",16332.3645866667,14071.824414,"nonmito",""
"MAP3K2","Q9Y2U5",22953.0976566667,13658.525976,"nonmito",""
"MAP3K20","Q9NYL2",47628.34766,56426.028124,"nonmito",""
"MAP3K4","Q9Y6R4;Q9Y6R4-2",9235.48551366667,8562.801855,"nonmito",""
"MAP3K7","O43318;O43318-2",10562.487631,8634.7170898,"nonmito",""
"MAP4","P27816;P27816-6",144071.0052,297946.5344,"nonmito",""
"MAP4K4","O95819-6",65917.2044266667,56452.92578,"nonmito",""
"MAP4K5","Q9Y4K4",36280.0455766667,34056.946486,"nonmito",""
"MAP7D1","Q3KQU3",43335.89974,74077.914064,"nonmito",""
"MAP7D3","Q8IWC1;Q8IWC1-2;Q8IWC1-3;Q8IWC1-4",17814.4059233333,19027.66797,"nonmito",""
"MAPK1","P28482",283503.4792,316993.55626,"nonmito",""
"MAPK14","Q16539",42005.34896,49061.16719,"nonmito",""
"MAPK3","P27361",101163.132826667,99656.885934,"nonmito",""
"MAPK7","Q13164",16467.9941366667,14711.519144,"nonmito",""
"MAPK9","P45984;P45984-2",34903.8971333333,31835.628126,"nonmito",""
"MAPKAPK2","P49137",22709.7018233333,21479.162892,"nonmito",""
"MAPRE1","Q15691",78236.2473966667,105579.343756,"nonmito",""
"MAPRE3","Q9UPY8",30220.56055,39956.084376,"nonmito",""
"MARCHF5","Q9NX47",65881.61328,64876.101562,"mito",""
"MARCKS","P29966",422771.010433333,219283.43126,"nonmito",""
"MARK2","Q7KZI7;Q7KZI7-11;Q7KZI7-15;Q7KZI7-16;Q7KZI7-4;Q7KZI7-5;Q7KZI7-8;Q7KZI7-9",21038.0690133333,21632.74297,"nonmito",""
"MARK3","P27448;P27448-3;P27448-4;P27448-6",16767.6972666667,14879.530662,"nonmito",""
"MARS1","P56192",131344.666666667,144580.77812,"nonmito",""
"MASP1","P48740-2",8596.92285166667,20122.7665026,"nonmito",""
"MAT2A","P31153",185052.640633333,185133.15626,"nonmito",""
"MAT2B","Q9NZL9",106246.112,92405.568752,"nonmito",""
"MATR3","P43243",174560.703133333,148954.49376,"nonmito",""
"MAVS","Q7Z434;Q7Z434-4",50405.9375,70627.225002,"mito",""
"MB21D2","Q8IYB1",14216.9511733333,23136.500782,"nonmito",""
"MBLAC2","Q68D91",19079.32357,18425.067578,"nonmito",""
"MBNL1","Q9NR56;Q9NR56-2;Q9NR56-5;Q9NR56-6;Q9NR56-7",108369.8255,98200.364068,"nonmito",""
"MBOAT2","Q6ZWT7",43161.7096333333,36748.432812,"nonmito",""
"MBOAT7","Q96N66",62307.5273433333,165549.68127,"nonmito",""
"MCCC1","Q96RQ3",19618.42448,18676.2370126,"mito",""
"MCCC2","Q9HCC0;Q9HCC0-2",33819.0904966667,41296.137502,"mito",""
"MCL1","Q07820;Q07820-2",52112.2278633333,55481.857814,"mito",""
"MCM2","P49736",47248.8255233333,55192.7875,"nonmito",""
"MCM3","P25205;P25205-2",38737.0768233333,50193.650782,"nonmito",""
"MCM3AP","O60318",28382.1601566667,20244.1875,"nonmito",""
"MCM4","P33991",31851.3404933333,42884.54922,"nonmito",""
"MCM5","P33992",44312.58594,53111.999608,"nonmito",""
"MCM6","Q14566",37569.6757833333,45611.807424,"nonmito",""
"MCM7","P33993",48514.6393233333,67637.95,"nonmito",""
"MCMBP","Q9BTE3;Q9BTE3-2",18076.9681,19040.501952,"nonmito",""
"MCTS1","Q9ULC4",154648.0469,127638.23906,"nonmito",""
"MCU","Q8NE86;Q8NE86-3",38018.7734366667,28606.857032,"mito",""
"MDH1","P40925;P40925-3",665614.604166667,625387.10626,"nonmito",""
"MDH2","P40926",1173470.875,1113683.5626,"mito",""
"MDN1","Q9NU22",15398.2734366667,8740.9401372,"nonmito",""
"ME1","P48163",70409.2526066667,79174.57344,"nonmito",""
"ME2","P23368",39891.7955733333,47011.400782,"mito",""
"ME3","Q16798",45761.47266,41653.68828,"mito",""
"MEAK7","Q6P9B6",47805.2044266667,76336.570312,"nonmito",""
"MECP2","P51608;P51608-2",31051.2662766667,23244.983594,"nonmito",""
"MECR","Q9BV79",17234.20736,13623.500976,"mito",""
"MED1","Q15648",21186.9049466667,17041.79375,"nonmito",""
"MED12","Q93074;Q93074-2;Q93074-3",16646.12793,12056.4425796,"nonmito",""
"MED14","O60244",14514.5345066667,10692.3912102,"nonmito",""
"MED20","Q9H944",22783.9895833333,21128.782812,"nonmito",""
"MED23","Q9ULK4;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5",22109.83008,16943.879686,"nonmito",""
"MEMO1","Q9Y316;Q9Y316-3",54682.83203,67620.32422,"nonmito",""
"MEPCE","Q7L2J0",25196.14323,21642.286718,"nonmito",""
"MESD","Q14696",163150.1771,158439.87814,"nonmito",""
"MET","P08581;P08581-2",84163.4453133333,89602.09688,"nonmito",""
"METAP1","P53582",80558.4010433333,62068.704688,"nonmito",""
"METAP2","P50579",63688.2916666667,54698.13828,"nonmito",""
"METTL1","Q9UBP6",35574.08724,29630.123046,"nonmito",""
"METTL14","Q9HCE5",39944.125,28475.278908,"nonmito",""
"METTL16","Q86W50",17223.1376966667,10552.393751,"nonmito",""
"METTL26","Q96S19",23366.4856766667,24888.843752,"nonmito",""
"METTL3","Q86U44",22539.7851566667,18444.407228,"nonmito",""
"METTL9","Q9H1A3",32782.33203,39628.466796,"nonmito",""
"MEX3D","Q86XN8;Q86XN8-2;Q86XN8-3",15397.5091133333,12877.154882,"nonmito",""
"MFAP1","P55081",26916.3450533333,25554.073048,"nonmito",""
"MFF","Q9GZY8",14705.8326833333,18830.551564,"mito",""
"MFGE8","Q08431",44799.20052,94292.546102,"nonmito",""
"MFN1","Q8IWA4",22212.9967433333,18331.795508,"mito",""
"MFN2","O95140",25895.4654966667,28038.036718,"mito",""
"MFSD1","Q9H3U5;Q9H3U5-3;Q9H3U5-5;Q9H3U5-6",71227.6666666667,112454.378148,"nonmito",""
"MFSD10","Q14728",184340.380233333,225739.59374,"nonmito",""
"MFSD5","Q6N075;Q6N075-2",21467.8841166667,28415.714062,"nonmito",""
"MFSD8","Q8NHS3",19923.8444,22141.317188,"nonmito",""
"MGAT1","P26572",56357.8997366667,61883.130468,"nonmito",""
"MGAT2","Q10469",46290.9908866667,47236.769532,"nonmito",""
"MGAT4B","Q9UQ53;Q9UQ53-2;Q9UQ53-3",20459.4134133333,30259.336722,"nonmito",""
"MGLL","Q99685",50966.2851566667,97215.627346,"nonmito",""
"MGMT","P16455",18246.6035133333,12661.9361342,"nonmito",""
"MGRN1","O60291;O60291-2;O60291-3;O60291-4",15313.1979166667,15855.251954,"nonmito",""
"MGST1","P10620",135692.947966667,173708.59692,"mito",""
"MGST3","O14880",411566.281266667,489499.26876,"mito",""
"MIA2","Q96PC5;Q96PC5-10;Q96PC5-11;Q96PC5-14;Q96PC5-7;Q96PC5-9",16739.37956,15284.086328,"nonmito",""
"MIA2","Q96PC5;Q96PC5-10;Q96PC5-11;Q96PC5-14;Q96PC5-7;Q96PC5-9",16739.37956,15284.086328,"nonmito",""
"MIA3","Q5JRA6",27936.88932,24124.994926,"nonmito",""
"MIB2","Q96AX9;Q96AX9-11;Q96AX9-13;Q96AX9-14;Q96AX9-2;Q96AX9-3;Q96AX9-5;Q96AX9-6;Q96AX9-7",6051.74430333333,7112.8391602,"nonmito",""
"MICAL1","Q8TDZ2;Q8TDZ2-4",47638.2539066667,70802.167188,"nonmito",""
"MICAL2","O94851-4",34759.0358066667,29816.57617,"nonmito",""
"MICAL3","Q7RTP6",10708.8906266667,18161.461328,"nonmito",""
"MICALL1","Q8N3F8",11876.1923823333,14892.4943374,"nonmito",""
"MICOS13","Q5XKP0",29964.5983066667,37906.401564,"mito",""
"MICU1","Q9BPX6;Q9BPX6-3",35325.27344,31902.207034,"mito",""
"MICU2","Q8IYU8",9716.634439,9680.8973628,"mito",""
"MID1","O15344",23290.0169266667,14435.875,"nonmito",""
"MIEF1","Q9NQG6",10038.5608736667,20012.610548,"mito",""
"MIEN1","Q9BRT3",43986.7031266667,58698.01797,"nonmito",""
"MIF","P14174",1295716.95833333,933785.55626,"nonmito",""
"MINDY2","Q8NBR6;Q8NBR6-2",13937.5706366667,19061.7566402,"nonmito",""
"MINDY3","Q9H8M7",52130.1666666667,48974.398438,"nonmito",""
"MINK1","Q8N4C8;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q8N4C8-5",17644.7220066667,23026.799218,"nonmito",""
"MINPP1","Q9UNW1",44406.4687533333,46743.880472,"nonmito",""
"MIOS","Q9NXC5",19636.8105466667,16611.382032,"nonmito",""
"MIPEP","Q99797",20696.1386733333,27972.73086,"mito",""
"MKI67","P46013;P46013-2",12346.1735,12625.372753,"nonmito",""
"MKLN1","Q9UL63",9902.53450533333,14300.095801,"nonmito",""
"MKRN2","Q9H000",20524.5032566667,25215.008594,"nonmito",""
"MLEC","Q14165",181338.8125,175115.7375,"nonmito",""
"MLF2","Q15773",16013.009113,32810.736328,"nonmito",""
"MLKL","Q8NB16",8616.96093766667,13515.138088,"nonmito",""
"MLLT1","Q03111",23816.15625,18627.876954,"nonmito",""
"MLST8","Q9BVC4",20744.6028666667,16217.328904,"nonmito",""
"MMAA","Q8IVH4",12807.20573,10073.3166012,"mito",""
"MMAB","Q96EY8",16420.30013,17740.397656,"mito",""
"MMADHC","Q9H3L0",30904.69401,39273.99297,"mito",""
"MME","P08473",74315.9505233333,95788.678124,"nonmito",""
"MMGT1","Q8N4V1",20302.0664066667,21993.24219,"nonmito",""
"MMP14","P50281",142344.406233333,223566.72188,"nonmito",""
"MMP2","P08253",37308.0442733333,40358.86797,"nonmito",""
"MMS19","Q96T76;Q96T76-8",45613.6966166667,42252.072266,"nonmito",""
"MMUT","P22033",25576.13086,25913.130078,"mito",""
"MNAT1","P51948;P51948-2",55695.1393233333,56214.420314,"nonmito",""
"MOB2","Q70IA6;Q70IA6-3",31133.7819033333,24674.62617,"nonmito",""
"MOB3A","Q96BX8",36790.8138033333,34308.632032,"nonmito",""
"MOB4","Q9Y3A3;Q9Y3A3-3",74300.25,54329.622656,"nonmito",""
"MOCS2","O96007",19296.49349,17487.367578,"nonmito",""
"MOCS3","O95396",16715.97754,18171.948438,"nonmito",""
"MOGS","Q13724",149975.109366667,140460.42344,"nonmito",""
"MON1B","Q7L1V2;Q7L1V2-2",24355.5559866667,18534.245116,"nonmito",""
"MON2","Q7Z3U7;Q7Z3U7-2;Q7Z3U7-5;Q7Z3U7-6",31898.6601566667,27500.296484,"nonmito",""
"MORC2","Q9Y6X9;Q9Y6X9-2",14233.36784,9420.3796868,"nonmito",""
"MORC3","Q14149",15305.61491,11408.778904,"nonmito",""
"MORF4L1","Q9UBU8-2",17955.01693,21337.048828,"nonmito",""
"MOSPD2","Q8NHP6",26127.2526033333,33081.017968,"nonmito",""
"MOV10","Q9HCE1",23702.7649733333,34225.457814,"nonmito",""
"MOXD1","Q6UVY6",77553.0703133333,82503.556256,"nonmito",""
"MPC2","O95563",19006.2656266667,23691.35664,"mito",""
"MPDU1","O75352;O75352-2",175466.270833333,162276.40312,"nonmito",""
"MPDZ","O75970;O75970-2;O75970-3;O75970-5",15725.3404933333,20203.174802,"nonmito",""
"MPG","P29372;P29372-2;P29372-4;P29372-5",39984.9609366667,47542.846092,"nonmito",""
"MPHOSPH8","Q99549",24376.3691433333,16054.933008,"nonmito",""
"MPI","P34949",40450.5963566667,27885.741406,"nonmito",""
"MPP5","Q8N3R9",13100.6419266667,22038.65,"nonmito",""
"MPP6","Q9NZW5",28128.14388,21998.735548,"nonmito",""
"MPRIP","Q6WCQ1;Q6WCQ1-2",48051.7317733333,45644.52422,"nonmito",""
"MPST","P25325;P25325-2",43444.1341133333,62782.74375,"mito",""
"MPZL1","O95297;O95297-2",48229.57422,60671.10547,"nonmito",""
"MRAS","O14807",13537.2373066667,17980.146876,"nonmito",""
"MRC2","Q9UBG0",256040.781266667,158444.26252,"nonmito",""
"MRE11","P49959;P49959-3",61982.10677,46897.403124,"nonmito",""
"MRI1","Q9BV20",21834.7526033333,19037.19629,"nonmito",""
"MRM3","Q9HC36",50026.3229166667,42474.209376,"mito",""
"MROH1","Q8NDA8",11970.7825533333,14767.541798,"nonmito",""
"MRPL1","Q9BYD6",17295.28841,17697.141406,"mito","Ribo"
"MRPL11","Q9Y3B7",31836.6549466667,34972.006252,"mito","Ribo"
"MRPL12","P52815",7639.30322233333,16950.415626,"mito","Ribo"
"MRPL13","Q9BYD1",40287.3645866667,50092.639064,"mito","Ribo"
"MRPL14","Q6P1L8",43959.9765633333,61115.207814,"mito","Ribo"
"MRPL15","Q9P015",38916.7018233333,46395.571874,"mito","Ribo"
"MRPL16","Q9NX20",18935.0195333333,22848.889454,"mito","Ribo"
"MRPL17","Q9NRX2",26689.61198,32382.389456,"mito","Ribo"
"MRPL18","Q9H0U6",47102.7565133333,45942.891406,"mito","Ribo"
"MRPL19","P49406",47845.4362,51652.351564,"mito","Ribo"
"MRPL2","Q5T653",58122.6171866667,57339.867968,"mito","Ribo"
"MRPL20","Q9BYC9",17919.5992866667,24918.475782,"mito","Ribo"
"MRPL21","Q7Z2W9",16939.5917966667,31074.46992,"mito","Ribo"
"MRPL22","Q9NWU5",43311.0130233333,45717.957814,"mito","Ribo"
"MRPL23","Q16540",32631.4322933333,39289.89297,"mito","Ribo"
"MRPL24","Q96A35",35473.59896,42200.814844,"mito","Ribo"
"MRPL27","Q9P0M9",16205.2952466667,14287.600586,"mito","Ribo"
"MRPL28","Q13084",24344.5794266667,35246.359376,"mito","Ribo"
"MRPL3","P09001",74724.4791666667,75210.171094,"mito","Ribo"
"MRPL37","Q9BZE1",34307.77344,38186.075002,"mito","Ribo"
"MRPL38","Q96DV4",54457.5065133333,52816.29375,"mito","Ribo"
"MRPL39","Q9NYK5;Q9NYK5-2",37703.5013,38605.23672,"mito","Ribo"
"MRPL4","Q9BYD3",18044.64453,37535.053514,"mito","Ribo"
"MRPL40","Q9NQ50",41941.1705733333,41656.789064,"mito","Ribo"
"MRPL41","Q8IXM3",32296.0026033333,29338.085938,"mito","Ribo"
"MRPL43","Q8N983;Q8N983-2;Q8N983-3;Q8N983-4;Q8N983-6;Q8N983-7",15759.47461,12149.0552738,"mito","Ribo"
"MRPL44","Q9H9J2",25711.19857,28849.975392,"mito","Ribo"
"MRPL45","Q9BRJ2",27717.4140633333,35059.671878,"mito","Ribo"
"MRPL46","Q9H2W6",23999.4856766667,23035.842578,"mito","Ribo"
"MRPL47","Q9HD33;Q9HD33-2",15671.0745433333,21639.41172,"mito","Ribo"
"MRPL48","Q96GC5;Q96GC5-3",20448.91211,23761.8543,"mito","Ribo"
"MRPL49","Q13405",10306.773111,15971.82461,"mito","Ribo"
"MRPL50","Q8N5N7",42258.11198,43705.91406,"mito","Ribo"
"MRPL55","Q7Z7F7;Q7Z7F7-2",22460.8645866667,33683.928516,"mito","Ribo"
"MRPL58","Q14197",31066.6438833333,33364.446484,"mito","Ribo"
"MRPL9","Q9BYD2",48622.67318,49987.54453,"mito","Ribo"
"MRPS11","P82912;P82912-2",71560.4947933333,70799.03828,"mito","Ribo"
"MRPS12","O15235",19325.3470066667,20829.234766,"mito","Ribo"
"MRPS15","P82914",23185.91862,25098.828518,"mito","Ribo"
"MRPS16","Q9Y3D3;Q9Y3D3-2",29001.5657566667,29840.898828,"mito","Ribo"
"MRPS17","Q9Y2R5",26162.1569,29742.872656,"mito","Ribo"
"MRPS18A","Q9NVS2;Q9NVS2-2",32529.6158866667,36942.644922,"mito","Ribo"
"MRPS18B","Q9Y676",18643.02474,22141.692578,"mito","Ribo"
"MRPS2","Q9Y399",32284.16732,39748.41328,"mito","Ribo"
"MRPS22","P82650",18061.49935,23337.628908,"mito","Ribo"
"MRPS23","Q9Y3D9",28669.99414,33573.740624,"mito","Ribo"
"MRPS24","Q96EL2",14913.8157533333,16260.766796,"mito","Ribo"
"MRPS25","P82663",18460.3811866667,19021.683008,"mito","Ribo"
"MRPS26","Q9BYN8",12807.41146,19121.349608,"mito","Ribo"
"MRPS27","Q92552;Q92552-2",23189.8365866667,25237.887498,"mito","Ribo"
"MRPS30","Q9NP92",15940.0485,14891.849022,"mito","Ribo"
"MRPS31","Q92665",13057.2708333333,18974.30586,"mito","Ribo"
"MRPS34","P82930",40814.83203,52359.195314,"mito","Ribo"
"MRPS35","P82673",18224.5104166667,18316.16172,"mito","Ribo"
"MRPS36","P82909",14916.389,16794.15156,"mito","Ribo"
"MRPS5","P82675",27074.7604166667,28448.71875,"mito","Ribo"
"MRPS7","Q9Y2R9",29277.00065,33507.269532,"mito","Ribo"
"MRPS9","P82933",26619.1901066667,34478.13711,"mito","Ribo"
"MRRF","Q96E11;Q96E11-3",19618.5944,24299.213282,"mito",""
"MRTO4","Q9UKD2",45474.9609366667,43900.377348,"nonmito",""
"MSH2","P43246",29033.88216,26177.554298,"nonmito",""
"MSH3","P20585",10780.3834633333,8277.4933596,"nonmito",""
"MSH6","P52701",29310.36393,33026.080078,"nonmito",""
"MSI2","Q96DH6;Q96DH6-2",13568.0048833333,16857.8257836,"nonmito",""
"MSMO1","Q15800",36128.2408866667,74750.759368,"nonmito",""
"MSN","P26038",384307.697933333,553794.41252,"nonmito",""
"MSRA","Q9UJ68;Q9UJ68-2;Q9UJ68-3;Q9UJ68-4;Q9UJ68-5",13223.0738933333,25964.938672,"mito",""
"MSRB2","Q9Y3D2",18934.72266,25744.070314,"mito",""
"MSRB3","Q8IXL7-2",83287.6718766667,46611.052346,"mito",""
"MSTO1","Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-7",26043.98242,23216.69492,"nonmito",""
"MT-ATP6","P00846",64015.0520833333,83818.132822,"mito","CV"
"MT-CO1","P00395",75282.6848966667,70630.904688,"mito","CIV"
"MT-CO2","P00403",567261.791666667,637789.5375,"mito","CIV"
"MT-CO3","P00414",16081.0403633333,11799.3804684,"mito","CIV"
"MT-ND4","P03905",32357.08203,28303.02031,"mito","CI"
"MT-ND5","P03915",35087.2701833333,28550.990236,"mito","CI"
"MTA1","Q13330;Q13330-3",20822.0436233333,20780.032816,"nonmito",""
"MTA2","O94776",51995.10026,49422.530468,"nonmito",""
"MTA3","Q9BTC8;Q9BTC8-2",15925.3050133333,14999.113866,"nonmito",""
"MTAP","Q13126",109473.1146,114789.02659,"nonmito",""
"MTARC2","Q969Z3;Q969Z3-2",8983.444663,14612.991016,"mito",""
"MTCH1","Q9NZJ7;Q9NZJ7-2",62866.9231766667,56067.232032,"mito",""
"MTCH2","Q9Y6C9",130377.843733333,179077.58128,"mito",""
"MTCL1","Q9Y4B5",15437.4726533333,16659.532618,"nonmito",""
"MTDH","Q86UE4",86226.6328133333,114486.15938,"nonmito",""
"MTFR1L","Q9H019;Q9H019-3",17593.2721366667,15734.43965,"mito",""
"MTHFD1","P11586",156720.770833333,165828.05,"nonmito",""
"MTHFD1L","Q6UB35",91607.21354,51578.451564,"mito",""
"MTHFD2","P13995",74283.6744766667,46397.040626,"mito",""
"MTIF2","P46199",24826.06315,22249.651954,"mito",""
"MTM1","Q13496",10881.69206,11678.9120138,"nonmito",""
"MTMR1","Q13613",14443.4153666667,11247.9310542,"nonmito",""
"MTMR10","Q9NXD2",10625.196291,12806.2269536,"nonmito",""
"MTMR14","Q8NCE2;Q8NCE2-2",17625.72168,23942.146876,"nonmito",""
"MTMR2","Q13614;Q13614-2",32046.08659,24189.44492,"nonmito",""
"MTMR6","Q9Y217",32141.4707033333,28287.640234,"nonmito",""
"MTMR9","Q96QG7",26006.9342433333,22624.88281,"nonmito",""
"MTOR","P42345",32454.4700533333,25280.638672,"nonmito",""
"MTPAP","Q9NVV4",16692.2653,17343.433986,"mito",""
"MTPN","P58546",80399.57552,98094.439054,"nonmito",""
"MTR","Q99707",22314.8053433333,21669.43867,"nonmito",""
"MTREX","P42285",46653.5937533333,37308.07969,"nonmito",""
"MTRR","Q9UBK8;Q9UBK8-1",33581.6848966667,24870.241406,"nonmito",""
"MTX1","Q13505;Q13505-3",26604.4218766667,30896.721094,"mito",""
"MTX2","O75431;O75431-2",16801.6389966667,21915.903126,"mito",""
"MTX3","Q5HYI7;Q5HYI7-4",22429.02474,20498.041014,"mito",""
"MVB12A","Q96EY5",32046.5774766667,34476.123828,"nonmito",""
"MVD","P53602",61980.71875,79555.785158,"nonmito",""
"MVK","Q03426",16483.9580066667,16096.5107422,"nonmito",""
"MVP","Q14764",309675.020866667,482351.86876,"nonmito",""
"MXRA8","Q9BRK3;Q9BRK3-3",59827.00521,61954.73047,"nonmito",""
"MYADM","Q96S97",602989.916666667,564718.38126,"nonmito",""
"MYBBP1A","Q9BQG0;Q9BQG0-2",36699.4296866667,37489.075002,"nonmito",""
"MYCBP2","O75592;O75592-2",12238.5859366667,9880.0335926,"nonmito",""
"MYD88","Q99836;Q99836-5;Q99836-6",33000.5208333333,37098.901566,"nonmito",""
"MYDGF","Q969H8",424348.4792,494114.87502,"nonmito",""
"MYG1","Q9HB07",136178.661466667,113540.47188,"mito",""
"MYH10","P35580;P35580-3",752015.375,219364.2969,"nonmito",""
"MYH11","P35749;P35749-2;P35749-3;P35749-4",613327.166666667,585890.925,"nonmito",""
"MYH14","Q7Z406;Q7Z406-2;Q7Z406-6",210489.4948,143889.40468,"nonmito",""
"MYH9","P35579",783583.604166667,878867.1,"nonmito",""
"MYL6","P60660;P60660-2",1558030,1457018.575,"nonmito",""
"MYL6B","P14649",835621.875,744379.1,"nonmito",""
"MYL9","P24844",1172328.16666667,836671.8875,"nonmito",""
"MYLK","Q15746;Q15746-6",89856.42448,107489.46016,"nonmito",""
"MYO10","Q9HD67",23520.6966166667,25425.80371,"nonmito",""
