"genename","uniprot","mean_patient","mean_ctrl","mito","complex"
"MSRB3","Q8IXL7-2",67770.1333333333,47251.7,"mito",""
"MSTO1","Q9BUK6;Q9BUK6-2;Q9BUK6-3",29333.5666666667,33960.9,"nonmito",""
"MT-CO1","P00395",97618,126996.2,"mito","CIV"
"MT-CO2","P00403",248092.333333333,346970.8,"mito","CIV"
"MT-ND1","P03886",230112,149606.8,"mito","CI"
"MT-ND4","P03905",79713.2,79298.44,"mito","CI"
"MT-ND5","P03915",113296.666666667,84320.8,"mito","CI"
"MTA1","Q13330;Q13330-3",34476.8666666667,50597.18,"nonmito",""
"MTA2","O94776",71486.4666666667,81887.18,"nonmito",""
"MTAP","Q13126",133802.666666667,149699.2,"nonmito",""
"MTARC2","Q969Z3",29426.6,77922.05,"mito",""
"MTCH1","Q9NZJ7;Q9NZJ7-2",160904,178650.2,"mito",""
"MTCH2","Q9Y6C9",215684.333333333,191243.4,"mito",""
"MTCL1","Q9Y4B5",28895.5,39412.32,"nonmito",""
"MTDH","Q86UE4",129821.333333333,110471.4,"nonmito",""
"MTFR1L","Q9H019;Q9H019-3",73391.8333333333,69894.78,"mito",""
"MTHFD1","P11586",164500.666666667,194304.2,"nonmito",""
"MTHFD1L","Q6UB35",92009.6333333333,78531.5,"mito",""
"MTHFD2","P13995",156424.666666667,114390.16,"mito",""
"MTM1","Q13496",33567.4666666667,31024.82,"nonmito",""
"MTMR1","Q13613",28301.8333333333,26801.5,"nonmito",""
"MTMR10","Q9NXD2",36095.7333333333,30688.7,"nonmito",""
"MTMR2","Q13614;Q13614-2",41869.3,60624.82,"nonmito",""
"MTMR6","Q9Y217",55684.3,51413.56,"nonmito",""
"MTMR9","Q96QG7",42434.1333333333,48425.16,"nonmito",""
"MTOR","P42345",42362.7666666667,41108,"nonmito",""
"MTPAP","Q9NVV4",46853.0666666667,43938.76,"mito",""
"MTPN","P58546",59339,30204.02,"nonmito",""
"MTR","Q99707",58305.7666666667,53819.16,"nonmito",""
"MTREX","P42285",58296.2,75774.64,"nonmito",""
"MTRR","Q9UBK8;Q9UBK8-1",38163.7666666667,28090.46,"nonmito",""
"MTSS2","Q765P7",64875.5,37351.2,"nonmito",""
"MTX1","Q13505;Q13505-3",45898.5,44476.48,"mito",""
"MTX2","O75431;O75431-2",32452,22891.46,"mito",""
"MTX3","Q5HYI7;Q5HYI7-4",48343.7,55126.2666666667,"mito",""
"MVB12A","Q96EY5",85910.9666666667,59519.34,"nonmito",""
"MVD","P53602",84373.8,109556.98,"nonmito",""
"MVK","Q03426",26728.8,32227.02,"nonmito",""
"MVP","Q14764",298439.666666667,456670.6,"nonmito",""
"MXRA8","Q9BRK3;Q9BRK3-3",138301.666666667,129701.2,"nonmito",""
"MYADM","Q96S97",314183,316513.8,"nonmito",""
"MYBBP1A","Q9BQG0;Q9BQG0-2",62992.6333333333,74880.44,"nonmito",""
"MYCBP2","O75592;O75592-2",27113.6,27149.84,"nonmito",""
"MYD88","Q99836;Q99836-5;Q99836-6",78081.7666666667,58185.9,"nonmito",""
"MYDGF","Q969H8",443618.666666667,310464.6,"nonmito",""
"MYG1","Q9HB07",156166.666666667,183971.8,"mito",""
"MYH10","P35580;P35580-3",202315.666666667,179374,"nonmito",""
"MYH11","P35749;P35749-2;P35749-3;P35749-4",2193796.66666667,1088014.8,"nonmito",""
"MYH14","Q7Z406;Q7Z406-2;Q7Z406-6",212854.333333333,181425.2,"nonmito",""
"MYH9","P35579",580654,364160,"nonmito",""
"MYL6","P60660",971451.333333333,669000.6,"nonmito",""
"MYL6B","P14649",69494.8,60407.6,"nonmito",""
"MYL9","P24844",1053540,549282.4,"nonmito",""
"MYLK","Q15746",193980,138112.54,"nonmito",""
"MYO10","Q9HD67",30922.3333333333,38839.58,"nonmito",""
"MYO18A","Q92614;Q92614-4",43486.3,53276.48,"nonmito",""
"MYO1B","O43795",264788.666666667,244002.6,"nonmito",""
"MYO1C","O00159-3",352234.666666667,319789,"nonmito",""
"MYO1D","O94832",271374.333333333,128053.58,"nonmito",""
"MYO1E","Q12965",161653.666666667,81041.8,"nonmito",""
"MYO5A","Q9Y4I1;Q9Y4I1-2",36828.0333333333,60792.84,"nonmito",""
"MYO6","Q9UM54-6",72857.1,71584,"nonmito",""
"MYO9A","B2RTY4;B2RTY4-2;B2RTY4-4",19562.1666666667,22141.64,"nonmito",""
"MYO9B","Q13459",48155.5,56732.52,"nonmito",""
"MYOF","Q9NZM1;Q9NZM1-6",332604.333333333,351385,"nonmito",""
"N6AMT1","Q9Y5N5",93874.2333333333,84353.38,"nonmito",""
"NAA10","P41227",85898.6,88943.38,"nonmito",""
"NAA15","Q9BXJ9",99689.3,123736.2,"nonmito",""
"NAA16","Q6N069",107760.333333333,130933.6,"nonmito",""
"NAA20","P61599",92351.0333333333,89951.525,"nonmito",""
"NAA25","Q14CX7",55215.6333333333,67859.44,"nonmito",""
"NAA30","Q147X3",70184.7333333333,44443.46,"nonmito",""
"NAA35","Q5VZE5",31559.4,41433.6,"nonmito",""
"NAA50","Q9GZZ1",111602.333333333,123385.8,"nonmito",""
"NACA","E9PAV3;E9PAV3-2;Q13765",1081370,1122033.6,"nonmito",""
"NACC1","Q96RE7",40688.3,56970.86,"nonmito",""
"NADK2","Q4G0N4",74141.6,43527.52,"mito",""
"NADSYN1","Q6IA69",50121.1666666667,49350.76,"nonmito",""
"NAE1","Q13564;Q13564-2;Q13564-4",92940.0333333333,84659.12,"nonmito",""
"NAGA","P17050",145575.333333333,93845.28,"nonmito",""
"NAGK","Q9UJ70;Q9UJ70-2",359846,252835.2,"nonmito",""
"NAGLU","P54802",119404.666666667,90529.3,"nonmito",""
"NAMPT","P43490",122040,98620.1,"nonmito",""
"NANS","Q9NR45",171713.666666667,170725.6,"nonmito",""
"NAP1L1","P55209;P55209-2",317286.666666667,427177.6,"nonmito",""
"NAP1L4","Q99733;Q99733-2",133743.666666667,152091.4,"nonmito",""
"NAPA","P54920",218509,173553.2,"nonmito",""
"NAPG","Q99747",82664.3666666667,93381.36,"nonmito",""
"NAPRT","Q6XQN6",70415.8666666667,97881.66,"nonmito",""
"NARS1","O43776",479161.666666667,382464.4,"nonmito",""
"NARS2","Q96I59",33521,54863.3,"mito",""
"NASP","P49321",36490.5666666667,61507.8,"nonmito",""
"NAT10","Q9H0A0",55083.2666666667,66691.28,"nonmito",""
"NAT14","Q8WUY8",111449,56703.72,"nonmito",""
"NAV1","Q8NEY1;Q8NEY1-2;Q8NEY1-3",30416.2333333333,29912.08,"nonmito",""
"NAXD","Q8IW45",61495.9666666667,70140.8,"mito",""
"NAXE","Q8NCW5;Q8NCW5-2",120440.666666667,89008.24,"mito",""
"NBAS","A2RRP1",51325.5666666667,62264.3,"nonmito",""
"NCAPD2","Q15021",29704.7333333333,62138.1,"nonmito",""
"NCAPG","Q9BPX3",41513.1666666667,87623.52,"nonmito",""
"NCAPH","Q15003",46494.9333333333,64629.16,"nonmito",""
"NCBP1","Q09161",71692.2,89436.44,"nonmito",""
"NCBP2","P52298",89448.2666666667,80156.52,"nonmito",""
"NCBP3","Q53F19",40476.5333333333,30476.22,"nonmito",""
"NCDN","Q9UBB6;Q9UBB6-3",46058.4666666667,92964.32,"nonmito",""
"NCEH1","Q6PIU2",99968.9,183338.6,"nonmito",""
"NCK1","P16333",98194.9333333333,92736.7,"nonmito",""
"NCKAP1","Q9Y2A7;Q9Y2A7-2",95686.4,121391,"nonmito",""
"NCKIPSD","Q9NZQ3;Q9NZQ3-3",24633.5,40007.6,"nonmito",""
"NCL","P19338",350091.666666667,339360.4,"nonmito",""
"NCLN","Q969V3;Q969V3-2",145279.666666667,140638.6,"nonmito",""
"NCOA4","Q13772;Q13772-3;Q13772-4",17968.7,28787.32,"nonmito",""
"NCOA5","Q9HCD5",84137.9666666667,89428.62,"nonmito",""
"NCOR2","Q9Y618;Q9Y618-4;Q9Y618-5",44105.05,35206.35,"nonmito",""
"NCSTN","Q92542;Q92542-2",212700.333333333,163854.6,"nonmito",""
"NDC80","O14777",44311,55415.5,"nonmito",""
"NDE1","Q9NXR1;Q9NXR1-1",40557.5666666667,43948.28,"nonmito",""
"NDFIP1","Q9BT67",90215.5666666667,84165.84,"nonmito",""
"NDRG1","Q92597",241323.333333333,129189.12,"nonmito",""
"NDRG3","Q9UGV2;Q9UGV2-2;Q9UGV2-3",94708.6333333333,91396.38,"nonmito",""
"NDST1","P52848",34852.7,41295.68,"nonmito",""
"NDUFA10","O95299",153911.333333333,116507.2,"mito","CI"
"NDUFA11","Q86Y39",221054,118289.48,"mito","CI"
"NDUFA12","Q9UI09",384137.666666667,184953.6,"mito","CI"
"NDUFA13","Q9P0J0",217463,204121,"mito","CI"
"NDUFA2","O43678",200892.333333333,230964.2,"mito","CI"
"NDUFA4","O00483",89002.8333333333,216265.2,"mito","CIV"
"NDUFA5","Q16718",40878.2,53342.76,"mito","CI"
"NDUFA6","P56556",175239.666666667,149188.8,"mito","CI"
"NDUFA7","O95182",58601.2,40375,"mito","CI"
"NDUFA8","P51970",107722,101918.7,"mito","CI"
"NDUFA9","Q16795",185738.333333333,180556.8,"mito","CI"
"NDUFAF2","Q8N183",105360.666666667,97600.54,"mito",""
"NDUFAF3","Q9BU61",120491.333333333,68716.78,"mito",""
"NDUFAF4","Q9P032",25643.1,25184.02,"mito",""
"NDUFAF7","Q7L592",26944.3666666667,25430,"mito",""
"NDUFB10","O96000",188436.333333333,175548.8,"mito","CI"
"NDUFB3","O43676",106268,77371.2,"mito","CI"
"NDUFB4","O95168;O95168-2",322388.333333333,209408.6,"mito","CI"
"NDUFB5","O43674;O43674-2",92469.9,54499.88,"mito","CI"
"NDUFB6","O95139",80364.5,53387.12,"mito","CI"
"NDUFB7","P17568",59438.9,55327.24,"mito","CI"
"NDUFB8","O95169;O95169-2;O95169-3",167861,135428.8,"mito","CI"
"NDUFB9","Q9Y6M9",128725,129737.2,"mito","CI"
"NDUFC2","O95298",104603.366666667,92559.94,"mito","CI"
"NDUFS1","P28331;P28331-2",210032.333333333,199786.6,"mito","CI"
"NDUFS2","O75306;O75306-2",240859.333333333,233095.8,"mito","CI"
"NDUFS3","O75489",208086,187526.2,"mito","CI"
"NDUFS4","O43181",98051,77353.66,"mito","CI"
"NDUFS5","O43920",142564.333333333,113011.6,"mito","CI"
"NDUFS6","O75380",89231.7666666667,70842.64,"mito","CI"
"NDUFS7","O75251;O75251-2",207348,148128.2,"mito","CI"
"NDUFS8","O00217",429084.333333333,163965.44,"mito","CI"
"NDUFV1","P49821;P49821-2",220308,191660.4,"mito","CI"
"NDUFV2","P19404",300633.333333333,228161.6,"mito","CI"
"NDUFV3","P56181-2",53486.4333333333,61100.56,"mito","CI"
"NECAP2","Q9NVZ3;Q9NVZ3-2",281986.666666667,253413.4,"nonmito",""
"NECTIN2","Q92692",102706.366666667,97199.72,"nonmito",""
"NECTIN3","Q9NQS3",73040.3,38089.82,"nonmito",""
"NEDD4","P46934-4",72784.5333333333,89893.8,"nonmito",""
"NEDD8","Q15843",423993.333333333,162831.4,"nonmito",""
"NEFM","P07197",1407372,2523576,"nonmito",""
"NEK7","Q8TDX7",243867.333333333,248194.6,"nonmito",""
"NEK9","Q8TD19",80655.1,82401.24,"nonmito",""
"NELFA","Q9H3P2",57176.8333333333,48290.66,"nonmito",""
"NELFCD","Q8IXH7;Q8IXH7-4",15390.1,31494.1,"nonmito",""
"NEMF","O60524;O60524-3;O60524-4;O60524-5",58069.9333333333,71772.04,"nonmito",""
"NENF","Q9UMX5",91627.6666666667,83560.28,"nonmito",""
"NES","P48681",55233.5666666667,163474.96,"nonmito",""
"NEU1","Q99519",100940.866666667,106753.26,"nonmito",""
"NEXN","Q0ZGT2",122908.666666667,80682.84,"nonmito",""
"NF1","P21359;P21359-2;P21359-6",22558.8,29821.52,"nonmito",""
"NF2","P35240;P35240-2;P35240-3;P35240-8",48044.1666666667,64865.54,"nonmito",""
"NFASC","O94856-12;O94856-4;O94856-9",110561.666666667,70887.6,"nonmito",""
"NFAT5","O94916;O94916-2;O94916-5",26617.0333333333,24288.25,"nonmito",""
"NFATC4","Q14934;Q14934-10;Q14934-12;Q14934-13;Q14934-2;Q14934-3;Q14934-4;Q14934-5;Q14934-6;Q14934-7;Q14934-8;Q14934-9",47662.3666666667,30565.5,"nonmito",""
"NFIC","P08651;P08651-5;P08651-6",26931.0333333333,36942.36,"nonmito",""
"NFIX","Q14938-4",71469.6,74159.72,"nonmito",""
"NFKB1","P19838;P19838-2",59659.6,43473.2,"nonmito",""
"NFKB2","Q00653",40328.8333333333,49134.54,"nonmito",""
"NFKBIB","Q15653;Q15653-2",52670.9666666667,35499.74,"nonmito",""
"NFS1","Q9Y697;Q9Y697-2",44148.2,32271.44,"mito",""
"NFU1","Q9UMS0;Q9UMS0-3",39857.4,42526.98,"mito",""
"NFYC","Q13952;Q13952-2;Q13952-3;Q13952-5;Q13952-6;Q13952-7",35980.2333333333,51829.85,"nonmito",""
"NGLY1","Q96IV0",46712.6666666667,66586.06,"nonmito",""
"NHLRC2","Q8NBF2",66100.1,70509.82,"nonmito",""
"NHLRC3","Q5JS37",100751.3,68659.86,"nonmito",""
"NIBAN1","Q9BZQ8",84622,111187,"nonmito",""
"NIBAN2","Q96TA1;Q96TA1-2",230843.333333333,260031.2,"nonmito",""
"NIF3L1","Q9GZT8;Q9GZT8-2",97214.7,87684.22,"mito",""
"NIFK","Q9BYG3",70042,50907,"nonmito",""
"NIP7","Q9Y221",58442.5333333333,70355.1,"nonmito",""
"NIPSNAP1","Q9BPW8",154720,142842.4,"mito",""
"NIPSNAP2","O75323",85641.45,87732.9,"mito",""
"NIPSNAP3A","Q9UFN0",144105.666666667,104647.18,"mito",""
"NISCH","Q9Y2I1",16448.8666666667,22411.4,"nonmito",""
"NIT1","Q86X76;Q86X76-2;Q86X76-4",96583.2666666667,111277.2,"mito",""
"NIT2","Q9NQR4",157924.333333333,127686.6,"mito",""
"NKRF","O15226;O15226-2",76954.2666666667,131221,"nonmito",""
"NLN","Q9BYT8",70608.1666666667,101881.26,"mito",""
"NLRX1","Q86UT6",22236.4,31449.15,"mito",""
"NMD3","Q96D46",89569.3666666667,42653.82,"nonmito",""
"NME2","P22392-2",1069343.33333333,1105134,"nonmito",""
"NME3","Q13232",75285.7333333333,69522.7,"mito",""
"NME7","Q9Y5B8;Q9Y5B8-2",51079.6,39982.3,"nonmito",""
"NMI","Q13287",128368.666666667,45836.5,"nonmito",""
"NMRAL1","Q9HBL8",23197.1,27540.15,"nonmito",""
"NMT1","P30419",177341.666666667,175994.6,"nonmito",""
"NMT2","O60551",54885.8666666667,84355.72,"nonmito",""
"NNMT","P40261",1229863.33333333,472755.8,"nonmito",""
"NNT","Q13423",114263.666666667,115999.14,"mito",""
"NOB1","Q9ULX3",38472.4333333333,44682.7,"nonmito",""
"NOC2L","Q9Y3T9",65979.4666666667,75950.02,"nonmito",""
"NOC3L","Q8WTT2",40704.4,40410.16,"nonmito",""
"NOC4L","Q9BVI4",38278.5,40699.1,"nonmito",""
"NOL11","Q9H8H0",45524.4,55088.28,"nonmito",""
"NOL6","Q9H6R4;Q9H6R4-4",29862.5,56598.4,"nonmito",""
"NOL9","Q5SY16",61253.8333333333,65923.74,"nonmito",""
"NOLC1","Q14978;Q14978-2;Q14978-3",60564.6333333333,51249.6,"nonmito",""
"NOMO1","Q15155",34983.0666666667,29752.82,"nonmito",""
"NONO","Q15233",138999,185769.2,"nonmito",""
"NOP14","P78316",42857,54639.98,"nonmito",""
"NOP16","Q9Y3C1",55378.0666666667,43353.98,"nonmito",""
"NOP2","P46087;P46087-4",85959.9666666667,74533.66,"nonmito",""
"NOP53","Q9NZM5",46663.6666666667,43378.975,"nonmito",""
"NOP56","O00567",80697.2333333333,82740.18,"nonmito",""
"NOP58","Q9Y2X3",107690.333333333,85356.5,"nonmito",""
"NOP9","Q86U38",29870.7333333333,42428.9,"nonmito",""
"NOSIP","Q9Y314",68505.0666666667,28930.1,"nonmito",""
"NOTCH2","Q04721",45455.4,51478.86,"nonmito",""
"NPC1","O15118",199067.333333333,102491.02,"nonmito",""
"NPC2","P61916",348676,247230.6,"nonmito",""
"NPEPL1","Q8NDH3;Q8NDH3-4;Q8NDH3-5",72344.6,60207.12,"nonmito",""
"NPEPPS","P55786",236988.333333333,286130,"nonmito",""
"NPHP3","Q7Z494",30126.8666666667,55351,"nonmito",""
"NPLOC4","Q8TAT6;Q8TAT6-2",99037.7333333333,91882.26,"nonmito",""
"NPM1","P06748;P06748-2",387030,313133.8,"nonmito",""
"NPM3","O75607",88800.0666666667,98778.86,"nonmito",""
"NPR2","P20594",44114.5333333333,58400.4,"nonmito",""
"NPTN","Q9Y639;Q9Y639-1",109505.333333333,95816.26,"nonmito",""
"NQO1","P15559;P15559-2",496042.333333333,422362.2,"nonmito",""
"NQO2","P16083",124471.333333333,49734.08,"nonmito",""
"NR2C2AP","Q86WQ0;Q86WQ0-2",57002.3,39945.88,"nonmito",""
"NR2F2","P24468",42405.4,75097.075,"nonmito",""
"NR3C1","P04150",42025.5333333333,32982.24,"nonmito",""
"NRAS","P01111",229021.666666667,199512.4,"nonmito",""
"NRBF2","Q96F24;Q96F24-2",63586.6333333333,64884.075,"nonmito",""
"NRBP1","Q9UHY1",80702.6,97529.84,"nonmito",""
"NRBP2","Q9NSY0",74418.7666666667,90303.6,"nonmito",""
"NRDC","O43847;O43847-2",85822.8666666667,116281.2,"mito",""
"NRM","Q8IXM6",141872,168468.2,"nonmito",""
"NRP1","O14786",52283.4666666667,46452.42,"nonmito",""
"NSA2","O95478",58871.9333333333,53692.36,"nonmito",""
"NSDHL","Q15738",137757,165265.2,"nonmito",""
"NSF","P46459",134933.333333333,145653.4,"nonmito",""
"NSFL1C","Q9UNZ2;Q9UNZ2-5",181281.333333333,160061.6,"nonmito",""
"NSMAF","Q92636;Q92636-2",18273.5666666667,16113.3,"nonmito",""
"NSMCE1","Q8WV22",71563.0666666667,91731.56,"nonmito",""
"NSUN2","Q08J23",87580.8666666667,93626.62,"mito",""
"NT5C","Q8TCD5",144807.333333333,133110.8,"nonmito",""
"NT5C2","P49902",88213.2666666667,75465.52,"nonmito",""
"NT5C3A","Q9H0P0",51743,41749.125,"nonmito",""
"NT5C3B","Q969T7;Q969T7-2",45269.3,58473.725,"nonmito",""
"NT5DC1","Q5TFE4",68742.7,53875.18,"nonmito",""
"NT5DC2","Q9H857-2",33654.3333333333,100487.62,"mito",""
"NT5DC3","Q86UY8;Q86UY8-2",45176.6666666667,50465.15,"mito",""
"NT5E","P21589",254894.333333333,377183.8,"nonmito",""
"NTAN1","Q96AB6",50304.8666666667,42737.84,"nonmito",""
"NTMT1","Q9BV86",150195.333333333,95079.2,"nonmito",""
"NTPCR","Q9BSD7",130657,115240.32,"nonmito",""
"NUB1","Q9Y5A7;Q9Y5A7-2",30566.5666666667,35137,"nonmito",""
"NUBP1","P53384;P53384-2",83446.5333333333,48743.65,"nonmito",""
"NUBP2","Q9Y5Y2",136172.666666667,134059.8,"nonmito",""
"NUBPL","Q8TB37",20078.8666666667,25570.575,"mito",""
"NUCB1","Q02818",120580.666666667,163136.2,"nonmito",""
"NUCB2","P80303;P80303-2",98803.7666666667,116955.18,"nonmito",""
"NUCKS1","Q9H1E3",110896.666666667,81123.12,"nonmito",""
"NUDC","Q9Y266",137288,144430.8,"nonmito",""
"NUDCD1","Q96RS6;Q96RS6-2",97042.2,85613.22,"nonmito",""
"NUDCD2","Q8WVJ2",130063,85353.9,"nonmito",""
"NUDCD3","Q8IVD9",64672.2333333333,61189.72,"nonmito",""
"NUDT1","P36639;P36639-2;P36639-3;P36639-4",60135.6,68178.86,"nonmito",""
"NUDT16","Q96DE0",107523,134934.6,"nonmito",""
"NUDT19","A8MXV4",60911.8,63607.02,"mito",""
"NUDT2","P50583",80112.4333333333,94977.6,"mito",""
"NUDT21","O43809",82451.9666666667,99654.48,"nonmito",""
"NUDT4","Q9NZJ9",112618.666666667,93815.24,"nonmito",""
"NUDT5","Q9UKK9",216389,165980,"mito",""
"NUDT9","Q9BW91;Q9BW91-2",82103.7666666667,67836.66,"mito",""
"NUFIP2","Q7Z417",80897.3666666667,67910.28,"nonmito",""
"NUMA1","Q14980",47238.3333333333,52397.98,"nonmito",""
"NUMB","P49757;P49757-2;P49757-3;P49757-4",48081.7666666667,56827.7,"nonmito",""
"NUMBL","Q9Y6R0",60156.5,59496.38,"nonmito",""
"NUP107","P57740",42787.3,59979.72,"nonmito",""
"NUP133","Q8WUM0",49479.9333333333,62087.38,"nonmito",""
"NUP153","P49790",34964.4,34741.82,"nonmito",""
"NUP155","O75694",50485.2,66721.8,"nonmito",""
"NUP160","Q12769",52745.9666666667,69896.8,"nonmito",""
"NUP188","Q5SRE5",39995.8333333333,53997.62,"nonmito",""
"NUP205","Q92621",49976.5666666667,64785.54,"nonmito",""
"NUP214","P35658;P35658-2;P35658-3;P35658-4",40313.3333333333,48972.6,"nonmito",""
"NUP35","Q8NFH5;Q8NFH5-2",64456.75,66473.78,"nonmito",""
"NUP37","Q8NFH4",62565.2666666667,52089.7,"nonmito",""
"NUP43","Q8NFH3",97463.7666666667,118260.96,"nonmito",""
"NUP50","Q9UKX7;Q9UKX7-2",57165.2,39135,"nonmito",""
"NUP54","Q7Z3B4;Q7Z3B4-3",72210.8333333333,58941.88,"nonmito",""
"NUP58","Q9BVL2;Q9BVL2-2;Q9BVL2-3",62554.6333333333,76117.28,"nonmito",""
"NUP62","P37198",45191.9333333333,65253.82,"nonmito",""
"NUP85","Q9BW27",49489.3666666667,77179.22,"nonmito",""
"NUP88","Q99567",62441.7,66043.06,"nonmito",""
"NUP93","Q8N1F7",68730,106819.62,"nonmito",""
"NUP98","P52948;P52948-5",58905.6333333333,56344.7,"nonmito",""
"NUTF2","P61970",151757,142401,"nonmito",""
"NXF1","Q9UBU9",68328.4666666667,80488.54,"nonmito",""
"NXN","Q6DKJ4",137669,129056.4,"nonmito",""
"OAS3","Q9Y6K5",592411.666666667,89292.025,"nonmito",""
"OAT","P04181",165997,206114.8,"mito",""
"OBSL1","O75147",56124.5,32658.86,"nonmito",""
"OCIAD1","Q9NX40",123577.333333333,116642.1,"mito",""
"OCRL","Q01968;Q01968-2",49557.4,43956.24,"nonmito",""
"ODR4","Q5SWX8",57628.6333333333,30714.12,"nonmito",""
"OGA","O60502;O60502-4",63432.2666666667,80545.24,"nonmito",""
"OGDH","Q02218",85111.8666666667,87712.54,"mito",""
"OGFOD1","Q8N543",18961.3,25435.02,"nonmito",""
"OGFOD3","Q6PK18",99433.8,88471.2,"nonmito",""
"OGFR","Q9NZT2;Q9NZT2-2",68405.9333333333,37107.32,"nonmito",""
"OGT","O15294",47191.3333333333,68339.26,"nonmito",""
"OLA1","Q9NTK5",88110.5,114755.4,"nonmito",""
"OPA1","O60313-2",69112.2,70453.34,"mito",""
"OPLAH","O14841",71636.6,59499.9,"nonmito",""
"OPTN","Q96CV9",65468.0666666667,66314.82,"nonmito",""
"ORMDL1","Q9P0S3",63267,33833.88,"nonmito",""
"ORMDL3","Q8N138;Q8N138-4",75439.2,33831.7,"nonmito",""
"OS9","Q13438",72273.2666666667,49016.08,"nonmito",""
"OSBP","P22059",79881.1333333333,102384.56,"nonmito",""
"OSBPL11","Q9BXB4",47046.7666666667,64836.36,"nonmito",""
"OSBPL1A","Q9BXW6",71838.1666666667,68557.68,"mito",""
"OSBPL2","Q9H1P3;Q9H1P3-2",22171.2666666667,33602.64,"nonmito",""
"OSBPL3","Q9H4L5",78480.1,75526.88,"nonmito",""
"OSBPL5","Q9H0X9",86299.5,77965.24,"nonmito",""
"OSBPL8","Q9BZF1;Q9BZF1-2;Q9BZF1-3",155905.666666667,74663.54,"nonmito",""
"OSBPL9","Q96SU4;Q96SU4-2;Q96SU4-7",38948.7666666667,47241,"nonmito",""
"OSGEP","Q9NPF4",91750.0666666667,38209.26,"nonmito",""
"OSMR","Q99650",26517.35,23465.85,"nonmito",""
"OSTC","Q9NRP0;Q9NRP0-2",240738.333333333,196991.4,"nonmito",""
"OSTF1","Q92882",129090.666666667,107989.8,"nonmito",""
"OTUB1","Q96FW1",159162.666666667,166897,"nonmito",""
"OTUD4","Q01804",32341.2666666667,23782.1,"nonmito",""
"OTUD6B","Q8N6M0;Q8N6M0-2",38780.7,32355.96,"nonmito",""
"OTUD7B","Q6GQQ9",53192.1666666667,53787,"nonmito",""
"OTULIN","Q96BN8",52407.8,49116.8,"nonmito",""
"OVCA2","Q8WZ82",130717.333333333,142784.4,"nonmito",""
"OXA1L","Q15070;Q15070-2",37440.0666666667,39065.76,"mito",""
"OXCT1","P55809",87673.7666666667,98059.74,"mito",""
"OXR1","Q8N573-5",35638.3,27734.34,"mito",""
"OXSR1","O95747",151960.666666667,136943.4,"nonmito",""
"P2RX4","Q99571;Q99571-2",54060.3333333333,37635.06,"nonmito",""
"P3H1","Q32P28",306980,221197.6,"nonmito",""
"P3H2","Q8IVL5",44641.8333333333,22594.225,"nonmito",""
"P3H3","Q8IVL6",195122.333333333,204723.2,"nonmito",""
"P3H4","Q92791",184146,183839,"nonmito",""
"P4HA1","P13674",402781.333333333,330915,"nonmito",""
"P4HA2","O15460-2",585080,410214.4,"nonmito",""
"P4HB","P07237",786139.333333333,695938,"nonmito",""
"P4HTM","Q9NXG6;Q9NXG6-3",108686.733333333,104998.82,"nonmito",""
"PA2G4","Q9UQ80",218426,200265,"nonmito",""
"PAAF1","Q9BRP4",54504.4,76646.96,"nonmito",""
"PABPC1","P11940",270969.666666667,292919,"nonmito",""
"PABPC4","Q13310-2;Q13310-3",86425.1333333333,108134.64,"nonmito",""
"PABPN1","Q86U42;Q86U42-2",105457.466666667,120838.48,"nonmito",""
"PACS1","Q6VY07",61681.7,80474.6,"nonmito",""
"PACS2","Q86VP3;Q86VP3-2;Q86VP3-3;Q86VP3-4",31677.9666666667,18648.5666666667,"nonmito",""
"PACSIN2","Q9UNF0;Q9UNF0-2",71932.1,106342.18,"nonmito",""
"PACSIN3","Q9UKS6",52154.8333333333,60065.6333333333,"nonmito",""
"PAF1","Q8N7H5;Q8N7H5-3",50574.0333333333,42077.76,"nonmito",""
"PAFAH1B1","P43034",253892,168035,"nonmito",""
"PAFAH1B2","P68402",126361.1,121315.4,"nonmito",""
"PAFAH1B3","Q15102",56499.6333333333,119461.7,"nonmito",""
"PAICS","P22234",201819.666666667,235242,"mito",""
"PAIP1","Q9H074",146653,194385.6,"nonmito",""
"PAK1","Q13153",102091.233333333,93707.62,"nonmito",""
"PAK2","Q13177",114505,136967.8,"nonmito",""
"PAK4","O96013;O96013-2;O96013-4",39723.0666666667,53190.12,"nonmito",""
"PALLD","Q8WX93;Q8WX93-3",359890.666666667,228040.2,"nonmito",""
"PAM","P19021",35768.9,77928.6,"nonmito",""
"PANK2","Q9BZ23;Q9BZ23-3;Q9BZ23-4",27569.4333333333,26715.14,"mito",""
"PANK4","Q9NVE7",48319.3,48033.3,"nonmito",""
"PANX1","Q96RD7;Q96RD7-2",31152.9666666667,42654.82,"nonmito",""
"PAPOLA","P51003",41648.9666666667,67974,"nonmito",""
"PAPSS1","O43252",89676.6333333333,102242.14,"nonmito",""
"PAPSS2","O95340;O95340-2",139211.333333333,181478.8,"nonmito",""
"PARD3","Q8TEW0;Q8TEW0-10;Q8TEW0-11;Q8TEW0-2;Q8TEW0-3;Q8TEW0-4;Q8TEW0-5;Q8TEW0-6;Q8TEW0-7;Q8TEW0-8;Q8TEW0-9",11900.75,18544.22,"nonmito",""
"PARG","Q86W56;Q86W56-2;Q86W56-3",42174.3333333333,44974.92,"nonmito",""
"PARK7","Q99497",249020.666666667,245998.2,"mito",""
